63 217 304 400 446 474 477 500 503 0 
92 206 249 360 422 461 477 497 0 0 
45 218 261 337 411 450 477 493 504 0 
15 219 315 390 407 457 475 493 0 0 
50 146 246 357 421 472 484 492 0 0 
80 160 316 373 430 457 476 487 0 0 
93 205 259 401 442 474 491 495 0 0 
94 204 309 349 414 476 477 491 0 0 
94 220 266 384 440 466 483 488 504 0 
95 221 270 340 432 466 481 489 0 0 
46 198 262 343 389 462 477 501 0 0 
96 222 317 365 426 466 478 494 504 0 
97 223 314 402 407 452 483 495 0 0 
75 224 302 350 444 456 483 501 0 0 
98 222 273 376 427 455 484 494 0 0 
99 225 309 355 424 473 491 498 504 0 
100 199 312 346 436 464 484 495 0 0 
82 172 279 403 434 462 478 493 0 0 
68 129 313 385 421 474 483 499 0 0 
101 226 293 404 431 474 486 492 0 0 
93 227 283 405 443 475 480 499 0 0 
102 228 274 402 430 451 482 497 501 0 
103 156 314 375 440 469 482 499 0 0 
53 229 287 337 433 467 483 496 0 0 
104 230 318 353 445 470 486 492 503 0 
105 231 284 354 445 469 481 492 0 0 
83 221 297 332 438 449 488 498 503 0 
7 209 277 353 411 466 475 492 0 0 
13 232 319 393 438 474 478 491 0 0 
71 180 317 377 444 469 489 493 0 0 
106 233 307 396 445 474 480 495 0 0 
31 134 320 338 411 468 483 499 0 0 
107 234 285 389 419 471 487 489 0 0 
108 235 320 401 412 462 482 498 0 0 
101 152 321 366 448 459 480 489 0 0 
109 163 304 383 441 466 479 490 0 0 
30 176 305 358 434 465 479 488 0 0 
72 228 306 344 440 473 477 496 0 0 
110 213 311 406 439 477 486 499 0 0 
99 151 251 336 428 452 477 502 0 0 
111 149 301 396 432 467 487 497 504 0 
76 236 318 374 436 475 476 501 0 0 
112 237 322 381 425 450 488 490 0 0 
60 234 323 407 426 465 476 499 0 0 
113 238 324 372 412 451 476 494 0 0 
27 239 325 408 426 463 488 495 0 0 
92 202 315 359 432 463 478 491 502 0 
87 240 318 367 416 473 490 496 0 0 
58 197 310 375 437 473 484 501 0 0 
51 207 268 403 445 473 491 497 0 0 
111 159 317 378 418 462 484 500 0 0 
105 241 325 364 429 471 478 497 0 0 
90 201 296 359 417 449 480 494 0 0 
114 236 316 377 414 463 485 499 0 0 
59 194 326 401 437 456 487 493 0 0 
8 128 278 395 413 447 480 496 0 0 
115 237 327 408 437 453 486 501 0 0 
88 242 326 409 447 473 491 494 0 0 
103 243 258 397 419 453 484 497 0 0 
116 216 293 406 413 475 490 492 504 0 
117 132 322 406 433 473 482 500 503 0 
118 223 259 327 433 466 484 487 0 0 
10 186 275 379 425 458 478 498 0 0 
69 169 328 403 446 470 483 487 502 0 
119 173 299 410 435 475 479 500 0 0 
20 214 291 407 435 454 477 492 494 0 
81 233 267 411 446 473 478 496 0 0 
18 243 329 386 443 458 489 490 495 501 
29 244 330 412 443 472 487 492 499 0 
78 237 270 345 435 464 485 499 504 0 
115 167 300 379 441 469 485 498 502 0 
89 241 277 405 422 460 481 490 0 0 
120 230 301 333 415 465 481 500 0 0 
28 203 271 387 409 462 476 485 0 0 
34 235 329 410 449 473 490 493 0 0 
113 171 281 404 425 469 487 491 501 0 
9 174 322 366 393 454 483 491 0 0 
6 243 328 404 447 461 478 488 0 0 
2 239 298 401 448 473 483 501 0 0 
97 238 308 371 437 467 477 500 503 0 
121 179 286 378 424 465 475 494 0 0 
86 240 280 410 450 474 491 492 0 0 
118 217 294 352 419 457 482 490 0 0 
96 245 265 397 429 468 487 492 0 0 
98 240 326 402 438 475 481 502 0 0 
116 162 268 351 443 471 481 496 0 0 
35 183 324 390 446 468 484 499 501 0 
100 187 263 370 412 474 481 493 0 0 
21 234 319 361 422 475 482 500 0 0 
40 231 319 399 437 476 480 496 503 0 
107 235 311 349 420 469 483 494 0 0 
3 133 321 399 435 463 481 498 0 0 
70 236 331 405 427 474 489 500 503 0 
95 232 286 410 444 448 477 502 0 0 
122 227 307 341 413 453 476 494 0 0 
114 192 289 403 448 475 488 491 503 0 
55 154 262 382 437 470 488 494 499 0 
123 215 283 365 430 474 490 498 0 0 
91 208 255 385 444 470 482 491 502 0 
22 138 323 400 447 469 486 502 504 0 
123 226 264 335 409 464 482 489 0 0 
104 225 272 341 407 460 485 487 0 0 
110 239 312 369 418 458 485 493 0 0 
54 140 315 406 436 456 485 489 0 0 
12 241 300 409 439 470 480 497 0 0 
74 219 261 350 439 476 488 492 0 0 
124 233 321 394 440 456 479 495 502 0 
117 211 285 383 430 459 484 496 503 0 
52 136 305 395 428 463 484 495 0 0 
109 150 257 342 416 461 485 495 0 0 
120 238 271 406 427 478 480 495 0 0 
23 242 332 386 433 444 486 498 0 0 
79 218 316 404 442 471 483 500 0 0 
125 127 276 354 425 460 484 489 502 0 
121 177 313 347 420 471 488 501 502 0 
25 224 247 356 431 469 484 488 0 0 
62 135 282 352 428 448 479 492 0 0 
108 212 269 398 444 452 480 500 0 0 
119 246 325 396 419 468 481 495 503 0 
33 232 333 405 440 468 485 494 0 0 
67 147 252 408 440 462 487 490 0 0 
106 170 324 363 414 433 481 488 0 0 
124 153 263 388 422 449 485 486 504 0 
112 181 302 399 415 457 486 489 503 0 
122 229 284 400 422 471 484 491 0 0 
125 166 303 330 447 457 485 496 0 0 
102 144 295 333 441 474 489 501 504 0 
61 242 292 368 445 463 477 487 0 0 
14 247 310 340 446 475 485 500 0 0 
73 244 323 345 441 473 481 501 0 0 
126 245 331 402 445 461 479 494 0 0 
48 210 253 384 428 458 486 491 499 0 
126 220 294 372 442 464 478 499 0 0 
